id,name,callsign,iso_country
4035,Flightlink Tanzania,,TZ
4044,Precision Air,PRECISION AIR,TZ
4048,Thai Airways International,THAI,TH
4051,Thai AirAsia,THAI ASIA,TH
4056,Orient Thai Airlines,ORIENT THAI,TH
4062,Nok Air,NOK AIR,TH
4073,BusinessAir,,TH
4075,Bangkok Airways,BANGKOK AIR,TH
4085,City Airways,CITY AIR,TH
4104,Caribbean Airlines,CARIBBEAN AIRLINES,TT
4111,Tunisair,TUNAIR,TN
4112,Tuninter,,TN
4113,Nouvel Air Tunisie,NOUVELAIR,TN
4114,Atlasjet,ATLASJET,TR
4117,Pegasus Airlines,SUNTURK,TR
4121,Kibris T,AIRKIBRIS,TR
4131,SunExpress,SUNEXPRESS,TR
4138,Turkish Airlines,TURKAIR,TR
4141,TUR Avrupa Hava YollarÄ±,TurAvrupa,TR
4146,Onur Air,ONUR AIR,TR
4149,Cyprus Turkish Airlines,,TR
4159,Air Turks and Caicos,KERRMONT,TC
4227,Ukraine International Airlines,UKRAINE INTERNATIONAL,UA
4287,Air Arabia,ARABIA,AE
4290,Cargo Plus Aviation,,AE
4298,Emirates,EMIRATES,AE
4299,Fly Dubai,,AE
4300,Etihad Airways,ETIHAD,AE
4335,Eastern Airways,EASTFLIGHT,GB
4365,Jet2.com,CHANNEX,GB
4398,Redhill Aviation,REDAIR,GB
4404,Thomsonfly,TOMSON,GB
4410,Thomas Cook Airlines,KESTREL,GB
4446,Monarch Airlines,MONARCH,GB
4461,Birmingham European,,GB
4482,Flybe,JERSEY,GB
4485,British Airways,SPEEDBIRD,GB
4496,Flightline,FLIGHTLINE,GB
4534,bmibaby,BABY,GB
4562,Air Foyle,FOYLE,GB
4592,Virgin Atlantic Airways,VIRGIN,GB
4611,Isles of Scilly Skybus,SCILLONIA,GB
4651,easyJet,EASY,GB
4677,Excel Airways,EXPO,GB
4700,Go One Airways,,GB
4791,Ozark Air Lines,OZARK,US
4799,Pace Airlines,PACE,US
4813,Pacific Southwest Airlines,SMILEY,US
4837,JetBlue Airways,JETBLUE,US
4867,Pinnacle Airlines,FLAGSHIP,US
4891,Potomac Air,DISTRICT,US
4900,Primaris Airlines,WHITECAP,US
4909,Indigo,INDIGO BLUE,US
4965,Hawaiian Airlines,HAWAIIAN,US
4995,Grant Aviation,HOOT,US
5022,Seaborne Airlines,SEABORNE,US
5032,Sun Country Airlines,SUN COUNTRY,US
5053,Frontier Airlines,FRONTIER FLIGHT,US
5061,Four Star Aviation / Four Star Cargo,FOUR STAR,US
5099,Southwest Airlines,SOUTHWEST,US
5154,Spirit Airlines,SPIRIT WINGS,US
5182,Eastwind Airlines,STINGER,US
5243,Delta Air Lines,DELTA,US
5335,Trans World Airlines,TWA,US
5397,United Airlines,UNITED,US
5400,United Feeder Service,,US
5418,US Airways,U S AIR,US
5450,Virgin America,REDWOOD,US
5461,Boston-Maine Airways,CLIPPER CONNECTION,US
5464,Boutique Air (Priv),,US
5477,Big Sky Airlines,BIG SKY,US
5490,Westward Airways,WESTWARD,US
5530,Baker Aviation,BAKER AVIATION,US
5536,AirTran Airways,CITRUS,US
5573,Silver Airways (3M),Silver Wings,US
5586,Air Florida,AIR FLORIDA,US
5610,Allegiant Air,ALLEGIANT,US
5638,American Airlines,AMERICAN,US
5645,US Africa Airways,,US
5650,Era Alaska,ERAH,US
5653,World Scale Airlines,,US
5655,Pacific Express,,US
5685,Apache Air,APACHE,US
5762,Nantucket Airlines,ACK AIR,US
5796,Arrow Air,BIG A,US
5811,HQ- Business Express,BizEx,US
5829,BQB Lineas Aereas,,UY
5834,Uzbekistan Airways,UZBEK,UZ
5850,Aserca Airlines,AROSCA,VE
5852,Conviasa,CONVIASA,VE
5855,Zuliana de Aviacion,,VE
5865,Viasa,,VE
5870,Santa Barbara Airlines,SANTA BARBARA,VE
5872,Vietnam Airlines,VIET NAM AIRLINES,VN
5878,Jetstar Pacific,PACIFIC AIRLINES,VN
5881,Yemenia,YEMENI,YE
