code,local_code,name,iso_country
TR-54,54,Sakarya Province,TR
TR-55,55,Samsun Province,TR
TR-56,56,Siirt Province,TR
TR-57,57,Sinop Province,TR
TR-58,58,Sivas Province,TR
TR-59,59,Tekirdağ Province,TR
TR-60,60,Tokat Province,TR
TR-61,61,Trabzon Province,TR
TR-62,62,Tunceli Province,TR
TR-63,63,Şanlıurfa Province,TR
TR-64,64,Uşak Province,TR
TR-65,65,Van Province,TR
TR-66,66,Yozgat Province,TR
TR-67,67,Zonguldak Province,TR
TR-68,68,Aksaray Province,TR
TR-69,69,Bayburt Province,TR
TR-70,70,Karaman Province,TR
TR-71,71,Kirikkale Province,TR
TR-72,72,Batman Province,TR
TR-73,73,Şırnak Province,TR
TR-74,74,Bartin Province,TR
TR-75,75,Ardahan Province,TR
TR-76,76,Iğdır Province,TR
TR-77,77,Yalova Province,TR
TR-78,78,Karabük Province,TR
TR-79,79,Kilis Province,TR
TR-80,80,Osmaniye Province,TR
TR-81,81,Düzce Province,TR
TR-U-A,U-A,(unassigned),TR
TT-ARI,ARI,Arima,TT
TT-CHA,CHA,Chaguanas,TT
TT-CTT,CTT,Couva-Tabaquite-Talparo,TT
TT-DMN,DMN,Diego Martin,TT
TT-ETO,ETO,Eastern Tobago,TT
TT-PED,PED,Penal-Debe,TT
TT-POS,POS,Port of Spain,TT
TT-PRT,PRT,Princes Town,TT
TT-PTF,PTF,Point Fortin,TT
TT-RCM,RCM,Rio Claro-Mayaro,TT
TT-SFO,SFO,San Fernando,TT
TT-SGE,SGE,Sangre Grande,TT
TT-SIP,SIP,Siparia,TT
TT-SJL,SJL,San Juan-Laventille,TT
TT-TUP,TUP,Tunapuna-Piarco,TT
TT-U-A,U-A,(unassigned),TT
TT-WTO,WTO,Western Tobago,TT
TV-FUN,FUN,Funafuti,TV
TV-NIT,NIT,Niutao,TV
TV-NIU,NIU,Nui,TV
TV-NKF,NKF,Nukufetau,TV
TV-NKL,NKL,Nukulaelae,TV
TV-NMA,NMA,Nanumea,TV
TV-NMG,NMG,Nanumanga,TV
TV-U-A,U-A,(unassigned),TV
TV-VAI,VAI,Vaitupu,TV
TW-CHA,CHA,Changhua County,TW
TW-CYI,CYI,Chiayi (city),TW
TW-CYQ,CYQ,Chiayi County,TW
TW-HSQ,HSQ,Hsinchu County,TW
TW-HSZ,HSZ,Hsinchu (city),TW
TW-HUA,HUA,Hualien County,TW
TW-ILA,ILA,Ilan County,TW
TW-KEE,KEE,Keelung (city),TW
TW-KHH,KHH,Kaohsiung (municipality),TW
TW-KHQ,KHQ,Kaohsiung County,TW
TW-MIA,MIA,Miaoli County,TW
TW-NAN,NAN,Nantou County,TW
TW-PEN,PEN,Penghu County,TW
TW-PIF,PIF,Pingtung County,TW
TW-TAO,TAO,Taoyuan County,TW
TW-TNN,TNN,Tainan City,TW
TW-TNQ,TNQ,Tainan County,TW
TW-TPE,TPE,Taipei (municipality),TW
TW-TPQ,TPQ,Taipei County,TW
TW-TTT,TTT,Taitung County,TW
TW-TXG,TXG,Taichung (city),TW
TW-TXQ,TXQ,Taichung County,TW
TW-U-A,U-A,(unassigned),TW
TW-X-KM,X-KM,Kinmen County,TW
TW-X-LK,X-LK,Lienchiang County,TW
TW-YUN,YUN,Yunlin County,TW
TZ-01,01,Arusha Region,TZ
TZ-02,02,Dar-es-Salaam Region,TZ
TZ-03,03,Dodoma Region,TZ
TZ-04,04,Iringa Region,TZ
TZ-05,05,Kagera Region,TZ
TZ-06,06,Kaskazini Pemba Region,TZ
TZ-07,07,Kaskazini Unguja Region,TZ
TZ-08,08,Xigoma Region,TZ
TZ-09,09,Kilimanjaro Region,TZ
TZ-10,10,Rusini Pemba Region,TZ
TZ-11,11,Kusini Unguja Region,TZ
TZ-12,12,Lindi Region,TZ
TZ-13,13,Mara Region,TZ
TZ-14,14,Mbeya Region,TZ
TZ-15,15,Mjini Magharibi Region,TZ
TZ-16,16,Morogoro Region,TZ
TZ-17,17,Mtwara Region,TZ
TZ-18,18,Mwanza Region,TZ
TZ-19,19,Pwani Region,TZ
TZ-20,20,Rukwa Region,TZ
TZ-21,21,Ruvuma Region,TZ
TZ-22,22,Shinyanga Region,TZ
TZ-23,23,Singida Region,TZ
TZ-24,24,Tabora Region,TZ
TZ-25,25,Tanga Region,TZ
TZ-26,26,Manyara Region,TZ
TZ-U-A,U-A,(unassigned),TZ
UA-05,05,Vinnytsia,UA
UA-07,07,Volyn,UA
UA-09,09,Luhansk,UA
UA-12,12,Dnipropetrovsk,UA
UA-14,14,Donetsk,UA
UA-18,18,Zhytomyr,UA
UA-19,19,Rivne,UA
UA-21,21,Zakarpattia,UA
UA-23,23,Zaporizhia,UA
UA-26,26,Ivano-Frankivsk,UA
UA-30,30,Kiev (city),UA
UA-32,32,Kiev,UA
UA-35,35,Kirovohrad,UA
UA-40,40,Sevastopol (city),UA
UA-43,43,Crimea,UA
UA-46,46,Lviv,UA
UA-48,48,Mykolaiv,UA
UA-51,51,Odessa,UA
UA-53,53,Poltava,UA
UA-56,56,Rivnens'ka Oblast',UA
UA-59,59,Sumy,UA
UA-61,61,Ternopil,UA
UA-63,63,Kharkiv,UA
UA-65,65,Kherson,UA
UA-68,68,Khmelnytskyi,UA
UA-71,71,Cherkasy,UA
UA-74,74,Chernihiv,UA
UA-77,77,Chernivtsi,UA
UA-U-A,U-A,(unassigned),UA
UG-101,101,Kalangala District,UG
UG-102,102,Kampala District,UG
UG-103,103,Kiboga District,UG
UG-104,104,Luwero District,UG
UG-105,105,Masaka District,UG
UG-106,106,Mpigi District,UG
UG-107,107,Mubende District,UG
UG-108,108,Mukono District,UG
UG-109,109,Nakasongola District,UG
UG-110,110,Rakai District,UG
UG-111,111,Sembabule District,UG
UG-112,112,Kayunga District,UG
UG-113,113,Wakiso District,UG
UG-201,201,Bugiri District,UG
UG-202,202,Busia District,UG
UG-203,203,Iganga District,UG
UG-204,204,Jinja District,UG
UG-205,205,Kamuli District,UG
UG-206,206,Kapchorwa District,UG
UG-207,207,Katakwi District,UG
UG-208,208,Kumi District,UG
UG-209,209,Mbale District,UG
UG-210,210,Pallisa District,UG
UG-211,211,Soroti District,UG
UG-212,212,Tororo District,UG
UG-213,213,Kaberamaido District,UG
UG-214,214,Mayuge District,UG
UG-215,215,Sironko District,UG
UG-301,301,Adjumani District,UG
UG-302,302,Apac District,UG
UG-303,303,Arua District,UG
UG-304,304,Gulu District,UG
UG-305,305,Kitgum District,UG
UG-306,306,Kotido District,UG
UG-307,307,Lira District,UG
UG-308,308,Moroto District,UG
UG-309,309,Moyo District,UG
UG-310,310,Nebbi District,UG
UG-311,311,Nakapiripirit District,UG
UG-312,312,Pader District,UG
UG-313,313,Yumbe District,UG
UG-401,401,Bundibugyo District,UG
UG-402,402,Bushenyi District,UG
UG-403,403,Hoima District,UG
UG-404,404,Kabale District,UG
UG-405,405,Kabarole District,UG
UG-406,406,Kasese District,UG
UG-407,407,Kibaale District,UG
UG-408,408,Kisoro District,UG
UG-409,409,Masindi District,UG
UG-410,410,Mbarara District,UG
UG-411,411,Ntungamo District,UG
UG-412,412,Rukungiri District,UG
UG-413,413,Kamwenge District,UG
UG-414,414,Kanungu District,UG
UG-415,415,Kyenjojo District,UG
UG-U-A,U-A,(unassigned),UG
UM-67,67,Johnston Atoll,UM
UM-71,71,Midway Islands,UM
UM-76,76,Navassa Island,UM
UM-79,79,Wake Island,UM
UM-81,81,Baker Island,UM
UM-84,84,Howland Island,UM
UM-86,86,Jarvis Island,UM
UM-89,89,Kingman Reef,UM
UM-95,95,Palmyra Atoll,UM
UM-U-A,U-A,(unassigned),UM
US-AK,AK,Alaska,US
US-AL,AL,Alabama,US
US-AR,AR,Arkansas,US
US-AZ,AZ,Arizona,US
US-CA,CA,California,US
US-CO,CO,Colorado,US
US-CT,CT,Connecticut,US
US-DC,DC,District of Columbia,US
US-DE,DE,Delaware,US
US-FL,FL,Florida,US
US-GA,GA,Georgia,US
US-HI,HI,Hawaii,US
US-IA,IA,Iowa,US
US-ID,ID,Idaho,US
US-IL,IL,Illinois,US
US-IN,IN,Indiana,US
US-KS,KS,Kansas,US
US-KY,KY,Kentucky,US
US-LA,LA,Louisiana,US
US-MA,MA,Massachusetts,US
US-MD,MD,Maryland,US
US-ME,ME,Maine,US
US-MI,MI,Michigan,US
US-MN,MN,Minnesota,US
US-MO,MO,Missouri,US
US-MS,MS,Mississippi,US
US-MT,MT,Montana,US
US-NC,NC,North Carolina,US
US-ND,ND,North Dakota,US
US-NE,NE,Nebraska,US
US-NH,NH,New Hampshire,US
US-NJ,NJ,New Jersey,US
US-NM,NM,New Mexico,US
US-NV,NV,Nevada,US
US-NY,NY,New York,US
US-OH,OH,Ohio,US
US-OK,OK,Oklahoma,US
US-OR,OR,Oregon,US
US-PA,PA,Pennsylvania,US
US-RI,RI,Rhode Island,US
US-SC,SC,South Carolina,US
US-SD,SD,South Dakota,US
US-TN,TN,Tennessee,US
US-TX,TX,Texas,US
US-U-A,U-A,(unassigned),US
US-UT,UT,Utah,US
US-VA,VA,Virginia,US
US-VT,VT,Vermont,US
US-WA,WA,Washington,US
US-WI,WI,Wisconsin,US
US-WV,WV,West Virginia,US
US-WY,WY,Wyoming,US
UY-AR,AR,Artigas Department,UY
UY-CA,CA,Canelones Department,UY
UY-CL,CL,Cerro Largo Department,UY
UY-CO,CO,Colonia Department,UY
UY-DU,DU,Durazno Department,UY
UY-FD,FD,Florida Department,UY
UY-FS,FS,Flores Department,UY
UY-LA,LA,Lavalleja Department,UY
UY-MA,MA,Maldonado Department,UY
UY-MO,MO,Montevideo Department,UY
UY-PA,PA,Paysandu Department,UY
UY-RN,RN,Río Negro Department,UY
UY-RO,RO,Rocha Department,UY
UY-RV,RV,Rivera Department,UY
UY-SA,SA,Salto Department,UY
UY-SJ,SJ,San José Department,UY
UY-SO,SO,Soriano Department,UY
UY-TA,TA,Tacuarembo Department,UY
UY-TT,TT,Treinta y Tres Department,UY
UY-U-A,U-A,(unassigned),UY
UZ-AN,AN,Andijon,UZ
UZ-BU,BU,Buxoro,UZ
UZ-FA,FA,Farg'ona,UZ
UZ-JI,JI,Jizzax,UZ
UZ-KH,KH,Khorazm,UZ
UZ-NG,NG,Namangan,UZ
UZ-NW,NW,Navoiy,UZ
UZ-QA,QA,Qashqadaryo,UZ
UZ-QR,QR,Qoraqalpogiston Respublikasi,UZ
UZ-SA,SA,Samarqand,UZ
UZ-SI,SI,Sirdaryo,UZ
UZ-SU,SU,Surxondaryo,UZ
UZ-TK,TK,Toshkent,UZ
UZ-TO,TO,Toshkent,UZ
UZ-U-A,U-A,(unassigned),UZ
UZ-XO,XO,Xorazm,UZ
VA-U-A,U-A,(unassigned),VA
VC-01,01,Charlotte,VC
VC-02,02,Saint Andrew,VC
VC-03,03,Saint David,VC
VC-04,04,Saint George,VC
VC-05,05,Saint Patrick,VC
VC-06,06,Grenadines,VC
VC-U-A,U-A,(unassigned),VC
VE-A,A,Distrito Federal,VE
VE-B,B,Anzoategui,VE
VE-C,C,Apure,VE
VE-D,D,Aragua,VE
VE-E,E,Barinas,VE
VE-F,F,Bolívar,VE
VE-G,G,Carabobo,VE
VE-H,H,Cojedes,VE
VE-I,I,Falcon,VE
VE-J,J,Guarico,VE
VE-K,K,Lara,VE
VE-L,L,Merida,VE
VE-M,M,Miranda,VE
VE-N,N,Monagas,VE
VE-O,O,Nueva Esparta,VE
VE-P,P,Portuguesa,VE
VE-R,R,Sucre,VE
VE-S,S,Tachira,VE
VE-T,T,Trujillo,VE
VE-U,U,Yaracuy,VE
VE-U-A,U-A,(unassigned),VE
VE-V,V,Zulia,VE
VE-W,W,Dependencias Federales,VE
VE-X,X,Vargas,VE
VE-Y,Y,Delta Amacuro,VE
VE-Z,Z,Amazonas,VE
VG-U-A,U-A,(unassigned),VG
VI-U-A,U-A,(unassigned),VI
VN-01,01,Lai Chau Province,VN
VN-02,02,Lao Cai Province,VN
VN-03,03,Ha Giang Province,VN
VN-04,04,Cao Bang Province,VN
VN-05,05,Son La Province,VN
VN-06,06,Yen Bai Province,VN
VN-07,07,Tuyen Quang Province,VN
VN-09,09,Lang Son Province,VN
VN-13,13,Quang Ninh Province,VN
VN-14,14,Hoa Binh Province,VN
VN-15,15,Ha Tay Province,VN
VN-18,18,Ninh Binh Province,VN
VN-20,20,Thai Binh Province,VN
VN-21,21,Thanh Hoa Province,VN
VN-22,22,Nghe An Province,VN
VN-23,23,Ha Tinh Province,VN
VN-24,24,Quang Binh Province,VN
VN-25,25,Quang Tri Province,VN
VN-26,26,Thua Thien-Hue Province,VN
VN-27,27,Quang Nam Province,VN
VN-28,28,Kon Tum Province,VN
VN-29,29,Quang Ngai Province,VN
VN-30,30,Gia Lai Province,VN
VN-31,31,Binh Dinh Province,VN
VN-32,32,Phu Yen Province,VN
VN-33,33,Dac Lac Province,VN
VN-34,34,Khanh Hoa Province,VN
VN-35,35,Lam Dong Province,VN
VN-36,36,Ninh Thuan Province,VN
VN-37,37,Tay Ninh Province,VN
VN-39,39,Dong Nai Province,VN
VN-40,40,Binh Thuan Province,VN
VN-41,41,Long An Province,VN
VN-43,43,Ba Ria - Vung Tau Province,VN
VN-44,44,An Giang Province,VN
VN-45,45,Dong Thap Province,VN
VN-46,46,Tien Giang Province,VN
VN-47,47,Kien Giang Province,VN
VN-48,48,Cần Thơ Municipality,VN
VN-49,49,Vinh Long Province,VN
VN-50,50,Ben Tre Province,VN
VN-51,51,Tra Vinh Province,VN
VN-52,52,Soc Trang Province,VN
VN-53,53,Bac Can Province,VN
VN-54,54,Bac Giang Province,VN
VN-55,55,Bac Lieu Province,VN
VN-56,56,Bac Ninh Province,VN
VN-57,57,Binh Duong Province,VN
VN-58,58,Binh Phuoc Province,VN
VN-59,59,Ca Mau Province,VN
VN-60,60,Da Nang Municipality,VN
VN-61,61,Hai Duong Province,VN
VN-62,62,Haiphong Municipality,VN
VN-63,63,Hà Nam Province,VN
VN-64,64,Ha Noi Municipality,VN
VN-65,65,Ho Chi Minh Municipality,VN
VN-66,66,Hung Yen Province,VN
VN-67,67,Nam Dinh Province,VN
VN-68,68,Phu Tho Province,VN
VN-69,69,Thai Nguyen Province,VN
VN-70,70,Vinh Phuc Province,VN
VN-U-A,U-A,(unassigned),VN
VU-MAP,MAP,Malampa,VU
VU-PAM,PAM,Penama,VU
VU-SAM,SAM,Sanma,VU
VU-SEE,SEE,Shefa,VU
VU-TAE,TAE,Tafea,VU
VU-TOB,TOB,Torba,VU
VU-U-A,U-A,(unassigned),VU
WF-U-A,U-A,(unassigned),WF
WS-AA,AA,A'ana District,WS
WS-AL,AL,Aiga-i-le-Tai District,WS
WS-AT,AT,Atua District,WS
WS-FA,FA,Fa'aaaleleaga District,WS
WS-GE,GE,Gaga'emauga District,WS
WS-GI,GI,Gagaifomauga District,WS
WS-PA,PA,Palauli District,WS
WS-SA,SA,Satupa'itea District,WS
WS-TU,TU,Tuamasaga District,WS
WS-U-A,U-A,(unassigned),WS
WS-VF,VF,Va'a-o-Fonoti District,WS
WS-VS,VS,Vaisigano District,WS
XK-01,01,Pristina District,XK
XK-02,02,Mitrovica District,XK
XK-03,03,Peć District,XK
XK-04,04,Prizren District,XK
XK-05,05,Ferizaj District,XK
XK-06,06,Gjilan District,XK
XK-07,07,Gjakova District,XK
YE-AB,AB,Abyan Governorate,YE
YE-AD,AD,Adan Governorate,YE
YE-AM,AM,Amran Governorate,YE
YE-BA,BA,Al Bayda' Governorate,YE
YE-DA,DA,Ad Dali Governorate,YE
YE-DH,DH,Dhamar Governorate,YE
YE-HD,HD,Hadramawt Governorate,YE
YE-HJ,HJ,Hajjah Governorate,YE
YE-HU,HU,Al Hydaydah Governorate,YE
YE-IB,IB,Ibb Governorate,YE
YE-JA,JA,Al Jawf Governorate,YE
YE-LA,LA,Lahij Governorate,YE
YE-MA,MA,Ma'rib Governorate,YE
YE-MR,MR,Al Mahrah Governorate,YE
YE-MU,MU,Al Hudaydah Governorate,YE
YE-MW,MW,Al Mahwit Governorate,YE
YE-SD,SD,Sa'dah Governorate,YE
YE-SH,SH,Shabwah Governorate,YE
YE-SN,SN,San'a' Governorate,YE
YE-TA,TA,Ta'izz Governorate,YE
YE-U-A,U-A,(unassigned),YE
YT-U-A,U-A,(unassigned),YT
ZA-EC,EC,Eastern Cape,ZA
ZA-FS,FS,Free State,ZA
ZA-GT,GT,Gauteng,ZA
ZA-MP,MP,Mpumalanga,ZA
ZA-NC,NC,Northern Cape,ZA
ZA-NL,NL,Kwazulu-Natal,ZA
ZA-NP,NP,Limpopo,ZA
ZA-NW,NW,North-West,ZA
ZA-U-A,U-A,(unassigned),ZA
ZA-WC,WC,Western Cape,ZA
ZM-01,01,Western Province,ZM
ZM-02,02,Central Province,ZM
ZM-03,03,Eastern Province,ZM
ZM-04,04,Luapula Province,ZM
ZM-05,05,Northern Province,ZM
ZM-06,06,North-Western Province,ZM
ZM-07,07,Southern Province,ZM
ZM-08,08,Copperbelt Province,ZM
ZM-09,09,Lusaka Province,ZM
ZM-U-A,U-A,(unassigned),ZM
ZW-BU,BU,Bulawayo Metropolitan Province,ZW
ZW-HA,HA,Harare Metropolitan Province,ZW
ZW-MA,MA,Manicaland Province,ZW
ZW-MC,MC,Mashonaland Central Province,ZW
ZW-ME,ME,Mashonaland East Province,ZW
ZW-MI,MI,Midlands Province,ZW
ZW-MN,MN,Matabeleland North Province,ZW
ZW-MS,MS,Matabeleland South Province,ZW
ZW-MV,MV,Masvingo Province,ZW
ZW-MW,MW,Mashonaland West Province,ZW
ZW-U-A,U-A,(unassigned),ZW
ZZ-U-A,U-A,(unassigned),ZZ
